  Local government..........................................;308417;313950;322725;39620;40300;41784;41440;41842;42948;42919;43592;45203;44894;44912;45976;46094;47388;48121;48528;47378;48000;49334;49053;49977;49533;52028;49990;52109;52275;52155;52508;53952;53526;54044;55626;53235;56904;55544;55519;55138;57686;57807;57807;58941;56553;60066;57589;58340;59180;58922;61095;59964;60812;60507;62333;62264;62600;63932;63753;65678;65566;65970;64949;66623;67937;64915;69518;66428;68045;70065;70275;69185;67898;68871;68725;71144;69859;71083;71058;70691;72781;71892;73233;73473;74618;74854;75155;75612;75721;76436;77648;78045;76692;77385;76305;77895;77267;77897;78332;61499;60913;61892;60814;61138;61119;61556;60608;60254;59808;59826;61947;61774;62820;60648;63104;63422;63160;62564;63441;65033;65702;65653;66914;66343;67925;69293;67604;68092;68109;69251;69810;72241;71418;71395;72196;73320;73465;73653;74478;74783;75394;75476;75442;75111;75156;75241;75700;76221;76486;76300;76551;76660;76961;77281;77514;77612;78255;79050;79031;80158;80465;80505;81597;81905;82249;82901;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mainland Norway (basic values)..............................;2332430;2353989;2398334;232215;236578;237213;238364;241747;242672;244663;244010;250506;247127;250168;251640;253575;252836;252468;252885;255625;254665;253856;255267;254746;259858;260114;262257;268912;267811;272998;275853;286182;281583;284828;287237;286089;295498;293805;292839;294975;302294;296613;301116;300559;298591;298857;297100;295192;296595;294511;299651;298325;297800;299090;299735;302338;304390;303978;303326;311376;308890;312907;311176;313929;317844;318484;324125;325337;328192;331406;336464;337776;337531;341826;342627;350608;347586;353586;354470;357224;369062;372617;379010;378400;381461;384589;387414;386295;389939;394192;397526;405478;401545;404990;404726;412674;407840;407437;413258;411954;416463;417311;413426;415965;417007;423392;421823;433392;436512;443037;446839;448582;462548;462426;470784;474628;480222;482713;496197;501830;503564;515702;519327;515987;524959;528861;517128;512909;513128;511244;513282;520978;521553;522932;521488;524879;529430;532417;535840;546766;547076;550353;555633;559870;560426;564738;569723;570644;575972;578266;581384;581834;584122;584926;583136;587187;584288;585027;588989;592776;597970;600735;606757;610177;614638;616689;
Market producers Mainland Norway (basic values).............;1606604;1614803;1641914;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;394886;397779;395066;396647;397560;394341;403852;400005;399579;402809;405320;409307;411426;415769;418194;421704;422613;
Market producers (basic values).............................;2004206;2021347;2055354;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;490361;497028;491923;494986;502550;493815;505706;501931;494850;508425;508874;513916;516694;516440;518299;520776;524365;
Non-market producers (basic values).........................;726412;739186;756419;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;182132;183577;185831;186913;187858;188925;183335;184283;185448;186181;187456;188664;189309;190988;191983;192934;194076;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1) Gross domestic products is valued at market prices, while the industries are valued at basic prices;
;

