Transport via pipelines.....................................;18083;17638;18903;180;152;184;222;293;268;305;358;458;407;334;417;391;356;295;372;425;357;296;384;396;359;328;412;439;414;328;439;527;462;416;494;858;618;766;902;955;873;749;987;1071;937;915;1069;1109;1079;1064;1160;1211;1119;1058;1305;1337;1316;1152;1417;1485;1421;1431;1536;1336;1320;1344;1685;1678;1678;1523;1782;1933;1857;1891;2070;2263;2208;2374;2612;2861;2625;2550;3037;2713;2493;2280;2801;2499;2300;2246;2542;2249;1841;1779;2073;2564;2392;2552;2621;2911;3295;2959;3095;3518;2704;2818;3650;3913;3336;2794;3814;3899;3510;3311;3910;4109;3524;3493;3985;4130;3797;3595;4539;4574;3902;3272;4527;4523;3585;3509;4204;4771;3988;3040;4668;4435;3159;3438;4214;5108;4269;3819;4759;4589;4173;3824;4468;4572;3899;3649;4895;4806;3858;4407;5012;4998;4221;3563;4857;4966;4406;4594;4937;4865;3872;4452;
Ocean transport.............................................;26132;28326;28938;16122;16954;16689;19130;13453;15780;16842;18660;17442;18743;17952;18260;20166;21017;22271;21808;17977;19162;18401;20018;18040;18177;18299;18830;19706;21228;22393;23963;19902;22224;20229;22071;18095;18258;16643;17640;11475;12694;11331;11170;11685;12343;11986;11621;14116;14916;14911;15440;17648;18257;17966;18375;18617;18729;19121;17999;16895;17279;18176;15866;16860;16860;16804;16546;16695;18000;18375;17302;18470;18160;18099;18176;18089;18188;18786;19169;18859;19515;19032;19224;20116;19869;20066;20222;19711;18544;19055;19820;21526;20515;21042;21692;16784;16723;16989;17039;16649;16207;14803;15431;14085;14325;13400;13107;11934;12118;11129;11047;10392;10989;9872;10126;9084;10035;9142;9772;7150;8210;7289;8072;5184;5723;5397;5739;4969;5033;5026;5242;4622;5136;4876;4923;5018;5794;5756;6244;5690;6506;6594;6104;6299;7302;6816;6359;6302;7525;6866;6578;6218;6968;6610;6336;6276;7759;7383;6909;6227;8173;7554;6983;6413;8201;7650;
Transport activities excl. ocean transport..................;100184;99389;99270;12419;13849;14114;12942;13536;14695;15068;14046;13760;14655;14689;14135;13011;14051;14043;13627;12812;13675;13688;13275;12380;13760;14163;13639;13137;13968;14827;13987;14023;15291;15714;14992;13554;14232;15978;15027;13916;14892;15304;14850;14170;15769;15484;14276;13227;14980;15340;14813;13993;15697;15937;14837;12621;16417;15846;15420;13623;15112;15571;14813;14111;16023;16841;15860;14137;16206;17018;16218;15394;16950;17524;16592;16312;18010;18805;17593;16262;19371;19092;17840;17410;18805;19513;18730;16440;19013;19421;18655;16956;18311;18515;17832;17599;18770;17731;15704;14782;18628;17767;18073;15959;17724;17607;17448;18539;19825;20573;20496;19155;21691;21880;22015;22207;24426;24472;24845;23989;25004;26048;26356;22230;25125;24692;24592;21965;23534;24136;24466;21913;24380;25263;25145;22825;24999;26270;25941;22812;24458;25534;25406;22758;25529;26378;27050;22708;24581;25600;26951;23088;25671;25707;25718;24380;25532;23961;25516;25637;24162;23859;25613;24456;25143;24002;
Postal and courier activities...............................;10822;10265;9594;2663;2577;2598;3113;2780;2657;2621;3212;2819;2650;2559;3091;2970;2903;2979;3493;3116;2996;3012;3573;3190;2742;2699;3319;2951;2759;2814;3319;3181;3117;3084;3571;3423;3549;3431;4013;3589;3351;3311;3973;3626;3561;3566;3941;3591;3569;3640;4007;3870;3455;3614;4173;3731;3703;3812;4244;3921;3969;4011;4636;4294;4038;4580;4494;4170;4023;4147;4686;4332;4260;4344;4869;4057;3989;4023;4402;4239;4381;4364;4790;4647;4879;4877;5357;4243;4529;4603;5049;4228;4403;4381;4795;3386;3567;3559;3841;3225;3291;3168;3359;3307;3158;3236;3545;3242;3206;3254;3487;3060;3189;3148;3387;2688;2623;2749;3152;2527;2464;2495;2749;2628;2730;2444;2927;2689;2693;2451;2801;2716;2780;2523;3024;2759;2758;2623;2969;2724;2526;2360;2690;3027;2943;2711;3083;2959;2694;2535;2981;2840;2657;2476;2848;2617;2658;2383;2606;2594;2265;2230;2506;2340;2322;2128;
Accommodation and food service activities...................;40348;41497;43010;7166;8847;9836;8695;6856;8521;9522;8412;7020;8419;9101;7961;6206;7580;8037;6917;5118;6116;6690;5730;4807;5910;6624;5789;5114;6158;6929;6085;5344;6578;7713;6208;5921;7013;8004;6642;5711;6990;8228;6884;5659;6689;7670;6451;5024;6075;7050;5915;4957;5990;6902;5702;5056;6142;7112;5904;5024;6016;7087;5797;4814;5875;6961;5663;5202;6390;7471;6094;5614;6784;7881;6528;6052;7276;8410;7027;6229;7638;8945;7680;6459;7679;9004;7756;6710;8109;9357;7972;6940;8020;9413;8068;6855;8066;8521;7412;6752;7950;8409;7478;6250;7339;8021;7125;6570;7697;8418;7240;6370;7927;9024;7817;7044;8553;9629;8730;7679;9307;10084;9006;8047;9624;10165;8884;7594;8989;9656;8539;7131;8778;9587;8259;7427;8892;9627;8654;7611;8888;9713;8805;7876;9575;10152;9184;8163;9939;10811;9625;8403;10159;11338;10448;9297;10626;11806;9769;9685;10792;12300;10234;9860;11385;12564;
Information and communication...............................;113868;116016;117090;2856;2838;2589;2988;3166;2902;2733;3107;3347;3059;2908;3311;3373;3086;2932;3294;3315;3071;2890;3309;3653;3539;3314;3748;4010;3699;3578;4108;4515;4137;4024;4545;4480;4648;4303;4809;5066;4927;4598;5325;5405;5087;4758;5362;5459;5361;4855;5499;5888;5367;5191;5848;6251;6171;5837;6407;6736;6310;6172;6772;7032;6664;6556;7319;7653;7507;7179;7992;8139;7626;7419;8397;8658;8117;8032;8953;9056;9463;9012;10077;10729;10392;10105;11282;12064;11927;11483;12794;13223;12353;11931;13414;14417;13566;13181;14521;14455;14692;13738;14843;15527;14600;14448;15868;17575;16556;16468;18170;17526;18617;17464;20114;18613;18334;18099;21747;20506;20274;19943;23149;21423;21993;20400;24263;23467;21871;20791;24129;25173;24306;22569;27213;25964;24723;23441;28019;26948;25389;24103;28825;26598;27311;24859;29934;27912;26750;25424;30158;28701;28090;26119;30958;29003;29681;26490;30842;31892;27673;26448;31078;30667;30236;27370;
Financial and insurance activities..........................;142358;151061;154637;11595;11555;12245;12328;12113;11239;10725;10666;11721;10361;10960;11379;13451;12057;11870;11738;12719;12428;11929;12552;12023;12093;12353;12701;12076;11516;13167;14455;14897;12492;13975;13561;15910;15032;15211;15237;16322;15499;15661;16225;16153;16542;15567;15193;14379;16554;13594;14271;13962;15458;13488;12800;13722;16021;14141;11883;17379;15150;16745;13481;14546;14699;15622;18435;16428;16524;16030;17229;17428;16762;17694;14980;14282;15183;15001;14133;12261;16016;15457;17345;16575;16532;15443;15407;16830;16827;17987;15965;18284;18143;19526;17448;19337;19784;20544;19756;20466;20981;19821;19249;21674;22907;23268;21640;24233;24634;24399;23550;24619;25702;26872;27665;27331;28098;29233;30731;30809;29863;32111;32639;29296;31075;30910;33839;32091;31670;31268;32276;30220;30567;30677;31077;28905;29259;29737;30964;31105;30603;30015;31656;31114;32083;32369;32872;33090;33069;33703;34234;34990;34715;35637;37017;36497;37753;37475;39335;38499;37922;38037;40179;38279;39212;38644;
Real estate activities......................................;88110;91070;93470;2137;2352;2118;2422;2406;2203;1964;2228;2343;2069;1963;2265;2128;1911;1728;1988;1884;1789;1587;1968;1839;1898;1679;1985;1966;1741;1704;2116;2222;1909;1912;2187;2111;2297;1959;2288;2417;2458;2082;2586;2538;2264;2066;2391;2630;2579;2214;2614;2928;2578;2388;2785;2763;2778;2509;2825;2891;2628;2585;2871;3102;2914;2749;3272;3827;3748;3462;3987;4381;3900;3731;4413;5229;4720;4731;5470;6336;6999;6277;7264;8920;8494;8169;9428;11800;11425;10727;12632;13385;12105;11537;13453;15084;13671;13131;14914;15371;15675;14313;15850;16593;15493;14897;16833;17525;16362;16049;18445;15496;16794;15483;19086;15651;16171;15694;20558;16381;17044;16721;20459;17191;17324;17695;18671;19270;20132;19473;20616;19188;19540;19179;19461;20565;20619;19795;19737;21327;21133;21115;20697;21270;21582;21227;21047;21832;22149;21352;21542;22439;22691;21722;21258;21394;23725;21143;24808;24453;22343;21371;25303;23631;24482;21879;
Dwelling services...........................................;130542;130697;133473;17214;17255;17297;17339;18054;18098;18143;18188;18455;18502;18549;18597;18451;18499;18548;18597;18787;18838;18889;18941;18535;18587;18639;18692;18775;18829;18883;18938;18415;18470;18525;18580;18109;18164;18220;18277;18057;18114;18173;18231;19805;19897;19972;20073;22457;22540;22611;22701;23228;23292;23359;23437;23598;23651;23696;23738;23351;23393;23433;23482;23605;23638;23677;23728;23229;23263;23307;23371;23695;23743;23801;23863;23765;23810;23849;23900;22906;22955;22997;23060;22941;22989;23039;23109;23455;23511;23569;23649;24216;24282;24351;24446;24328;24418;24516;24647;24304;24409;24525;24679;23444;23563;23699;23876;23753;23753;24014;24014;24542;24769;24854;24820;26049;26268;26355;26256;27271;27662;28127;27799;28438;28319;28153;28091;26608;26659;26654;26786;28190;27836;27547;27507;28863;28646;28376;28335;29129;29041;28897;29023;30610;30569;30357;30403;30863;30905;30889;31283;32518;32729;32529;32765;32609;32750;32585;32753;33173;33372;33437;33491;33989;34288;34320;
Professional, scientific and technical activities...........;128401;123861;125778;6649;7310;6585;7522;8968;8213;7329;8306;11168;9873;9375;10805;10821;9721;8793;10102;10396;9877;8771;10854;10592;10924;9668;11417;14021;12427;12160;15080;16090;13841;13865;15842;16262;17672;15093;17599;16648;16927;14358;17794;18273;16321;14910;17229;16426;16109;13848;16327;15120;13327;12364;14396;14255;14331;12849;14588;15832;14294;14046;15710;16625;15552;14617;17584;17191;16815;15451;17948;18531;16382;15627;18667;18621;16718;16763;19517;18339;20335;18164;21135;20024;19033;18280;21196;19459;18824;17646;20859;21240;19164;18244;21345;22542;20389;19569;22280;21401;21830;19900;22074;22021;20540;19735;22334;22706;21172;20752;23915;21681;23528;21657;26795;24005;24814;24069;31673;26465;27546;27004;33157;26294;32079;27792;36351;28995;30995;25331;32900;28183;30340;26488;33315;27682;30155;26669;33123;29307;31547;28417;37362;29648;34795;29124;37792;31850;33788;29535;37731;30438;32485;29037;36441;31755;32080;27651;32376;34135;29806;28306;33531;33108;32856;29674;
Administrative and support service activities...............;75971;75168;79199;2999;3321;3101;3363;3575;3416;3156;3401;3141;2965;2823;3106;3316;3140;2948;3216;3209;3208;2984;3403;3254;3456;3220;3537;4083;3848;3865;4436;4643;4281;4352;4676;4052;4470;4037;4403;4086;4294;3872;4416;4921;4615;4370;4694;4375;4415;3992;4444;4473;4216;4078;4407;4315;4473;4227;4539;4576;4401;4455;4677;4976;4907;4832;5367;5473;5607;5424;5892;6372;5959;5907;6596;7125;6701;6922;7541;7558;8475;7802;8618;9230;9036;8857;9800;10360;10356;9887;11148;12094;11291;10926;12245;12045;11266;10913;11877;11096;11495;10641;11432;11358;10797;10517;11588;11953;11375;11281;12646;12650;13760;12886;15481;14460;15077;14734;18784;15992;16717;16481;19883;15775;17758;18145;17821;15506;16652;17476;17333;15104;16568;17990;17277;16260;18066;19385;19191;17420;18846;21170;20389;16928;20347;21345;20491;18604;19476;21429;20627;17903;19129;19991;18948;16840;19098;19555;19675;19245;18949;20620;20386;19230;20980;21463;
Public administration and defence...........................;182404;186427;190281;22423;22423;21853;22991;23685;21449;22267;23437;24333;22190;22981;23777;25236;23410;24283;25390;25599;23716;24557;26149;26177;25434;25439;26619;28245;25172;25809;27055;28103;25753;27124;28065;26063;28458;27310;28647;27711;28942;27172;29351;29458;28257;28784;29588;29674;29335;28900;31040;32635;30190;31159;32677;32560;32982;33665;34435;35581;32926;34310;35885;35794;33556;34928;36988;35441;34667;35247;36977;36727;32905;34331;36202;36625;33284;35045;36279;34232;35732;35097;36402;36675;33551;35153;36765;36148;34768;35951;37119;37116;33644;34948;35957;36177;33045;34461;35742;33355;33445;34197;33870;34639;32499;34268;34105;34552;32251;34488;35673;33067;34731;34211;34384;35618;32600;34399;34547;36217;33941;35290;35775;36193;36461;36402;36826;37686;37461;38096;38536;39790;39604;39035;39017;40039;40380;40859;41278;41632;41454;41497;41258;41142;41374;41606;41676;43128;43481;43850;44218;44905;45269;46099;46131;46028;46423;46955;47021;46679;47416;48010;48177;48018;48540;49086;
Education...................................................;143258;149941;153778;17818;17712;15102;19192;20039;17750;14944;20078;20965;18706;15055;20918;21556;18794;16406;21841;22492;19218;17478;22347;22103;20474;18286;22014;23386;20297;17091;23197;23727;21083;16985;24549;21755;23978;17896;24909;24571;22666;18814;25613;24731;22735;20406;24729;23344;24629;19605;26585;26489;23299;19876;25653;24389;24886;21035;26329;27534;23874;22179;25842;27895;24850;20147;28189;24993;25834;24292;28436;28591;24419;23614;27090;28792;25793;23850;28291;26648;28804;24068;29730;30187;27601;25310;30636;29848;29655;25605;31483;32292;28704;26976;30486;32102;28587;27343;31371;29723;30498;28028;30605;32069;29460;28296;31322;32596;29444;27416;33217;31448;32899;27340;34173;34473;31005;27945;33142;34465;31625;29273;33818;32147;32447;32115;32875;32615;32059;32396;33567;34250;33526;33376;33637;34184;33991;33784;34188;34458;34243;33980;34898;35341;35286;35377;35668;35536;35417;35401;35595;35962;36129;34750;36417;36992;38147;36215;38587;38498;39041;36763;39475;39404;40087;37737;
Health and care services....................................;315295;318578;324774;29102;29053;28662;29089;31591;30735;31289;31765;32650;32142;32922;33212;34300;33327;33482;34024;34362;33704;34286;34856;35440;35012;34922;35507;36779;35498;35590;36114;36958;36018;36894;37429;37359;39055;37359;38011;39267;39667;39648;40250;40671;40171;40913;41447;40512;40886;40892;42720;41649;41020;43012;45105;43480;44067;44969;45753;46102;44686;46190;47345;47018;45999;47531;48958;47407;47331;48491;49845;49417;47224;48862;50195;51262;49466;51865;52638;52646;53791;54732;55544;53928;52658;54744;55089;54536;54232;56198;56848;57246;54587;56435;57157;58109;56075;57798;58316;58262;59668;60079;60106;60722;59050;60733;60524;61578;59825;61905;62806;62600;64989;64455;64795;65866;63710;66104;66582;68523;67514;69788;70318;70494;71709;72127;72548;72807;71520;71658;72388;73512;72980;72989;73506;73713;73842;73874;73838;74808;75748;76535;76226;76047;76265;76343;77285;76707;77124;76920;77433;77671;78030;80252;79343;78452;79548;80284;80294;80590;80568;81505;82110;81456;82499;83463;
Arts, entertainment and other service activities............;58529;57504;59091;8152;8208;8167;8418;8114;7979;7935;8134;8531;8444;8411;8569;8754;8541;8483;8647;8610;8446;8401;8652;8930;8916;8849;9060;9298;9160;9103;9317;9783;9629;9620;9812;9783;9983;9841;9995;10335;10270;10118;10300;10370;10270;10251;10398;10103;10068;10023;10213;9963;9851;9915;10150;10150;10166;10235;10367;10472;10357;10408;10654;10599;10503;10606;10835;11019;11060;11066;11253;11356;11268;11359;11608;12180;11941;12114;12430;12233;12334;12395;12751;12740;12613;12769;13030;13030;12985;13154;13270;13614;13410;13508;13748;13406;13280;13355;13582;13796;14051;13971;14194;13140;13278;13311;13580;12852;12990;13073;13367;12940;13434;12909;13504;13483;13307;12941;13715;13599;13406;13123;14000;13553;13757;13482;14020;13211;13397;13287;13907;13471;13378;13076;13767;13556;13527;13237;13900;13714;13700;13435;14015;13779;14010;13792;14436;14628;14155;14195;14827;14736;14417;14196;15181;14472;14934;13448;14650;15238;14694;13908;15251;15147;15573;14290;
Total industries (basic values).............................;2730855;2760533;2811774;257574;265179;265533;277863;271482;260834;280312;297729;301940;287727;277683;302078;300824;292126;287352;303464;301407;291812;288599;307520;305919;307641;300694;321307;328394;321494;327905;342782;348131;332819;339767;363361;354969;349051;350653;377374;367443;366563;351354;385521;377061;362985;359396;385410;370285;380046;368618;396451;387111;376471;371095;408812;394556;400712;385916;414241;417905;401935;406538;426910;416305;409071;414921;456097;439545;442080;429816;474762;462207;445397;456902;491218;485731;469740;483422;502590;496742;512038;497321;537047;533652;515056;502948;538335;530380;516323;521543;562495;566625;529392;533828;570123;568242;539137;547346;586084;559565;569680;545874;590715;581807;551007;557144;594973;607450;579776;567763;614930;598691;604570;591896;633044;625296;596796;600530;652388;636963;609493;617695;672584;633058;633953;618657;668835;643151;605885;607497;651174;643961;620682;596060;657014;641097;610349;620320;663217;663575;639559;624785;674376;642334;655393;644806;684704;666031;654100;657089;701804;677228;671443;676739;705445;682753;690873;667948;718960;713048;682478;686865;729383;707871;706474;695543;
Gross domestic product Mainland Norway (1)..................;2684160;2712752;2767631;260870;269186;261209;279885;279124;270526;269389;288720;288550;275823;273819;293902;292337;281124;278163;299448;294484;282438;279173;299994;293668;291628;286974;308050;312271;294698;297150;323273;330541;315035;313920;340415;325749;341650;324859;350899;339606;336903;326530;357269;341095;331533;324829;346592;326385;330979;319207;347580;338885;327288;327111;343859;333980;339597;333462;350096;351109;339036;340723;361397;354237;345309;349894;380976;362770;364867;364328;390241;385731;369009;378396;398810;402465;383375;393379;415291;395520;421434;415137;445151;431660;424559;430018;454935;440583;434363;440192;467235;466585;446417;449938;474345;477631;455837;453531;484785;466678;476875;467396;488782;480838;467133;474643;499945;501841;488160;496530;532276;504866;529634;518240;560925;546729;538169;541131;594367;576731;567699;579063;624075;578362;603287;590299;617799;582775;576302;576427;613339;592981;590708;588554;621421;597573;601274;603701;636658;625339;620892;623508;660557;625098;647048;641465;675254;649392;653196;655506;688646;659026;666566;665886;692682;661356;682674;665372;703350;695561;672222;678501;721348;693482;703909;690254;
Taxes and subsidies on products.............................;351721;358763;369297;30348;32290;32734;34646;31932;34107;34437;37506;32122;32688;34174;37085;33374;35298;35034;38813;33057;34967;35124;37028;34947;35744;37014;39029;35047;34735;35947;40225;37991;40401;40455;44052;40873;45449;43125;46925;39617;42263;42020;45066;38299;38354;38383;40177;35391;34609;36608;39079;37758;37666;38551;35419;36371;36106;39130;39053;36269;39214;38138;41803;37696;39497;41030;44431;39578;41321;41943;45224;42008;43554;44981;47504;45851;46415;48311;51150;46556;50119;51031;54757;49097;52946;54105;56027;51363;52199;55089;58654;53493;55146;55753;59254;56746;58594;56195;60589;57147;60524;60025;63399;57737;60690;61354;64925;61248;63780;64198;69726;62282;67534;67493;71835;66945;71017;71147;76887;72948;75654;76257;81293;73215;77324;74678;77109;70426;74685;75711;80229;75541;76293;77120;81493;76383;80206;80448;83662;79384;82531;82991;86325;79849;83986;84945;88362;82012;86143;85827;89934;84020;87967;88117;91616;85205;90750;89191;93617;89448;91277;92491;96081;88945;93517;92385;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
General government..........................................;575970;586870;600464;62601;62731;59230;65370;68365;62567;60925;68266;71435;65745;63280;70836;74218;68618;67616;75147;76072;69676;69233;76839;76954;74207;72016;77759;82281;74311;71821;80207;82905;76615;74559;84189;77976;85028;75940;85722;83989;84021;78267;88746;87656;83645;82441;88418;86460;87806;81854;93395;94079;87433;86118;96024;93527;95092;92581;99669;102893;94729;95511;102140;104096;97420;95445;107562;101095;101031;101041;108438;108076;97351;99614;106579;109112;100569;102581;109241;104126;109204;104000;112090;113033;105721;106998;114571;112601;110656;109466;117532;118920;108854;110150;115553;117831;108787;110408;116687;111934;114127;112720;114970;117322;110632;112887;115784;117617;110144;112385;120458;115296;120614;114257;121536;124238;115359;116453;122103;126658;120328;121845;127374;125330;126954;127132;128499;129442;127416;128649;130801;133258;131679;131222;131832;133062;133538;134134;135048;136105;136884;137479;137609;137350;137643;138135;139010;139827;140559;140782;141663;142429;143356;145044;145142;144529;146698;147418;148225;147892;150279;150219;152075;151368;153507;153996;
  Central government........................................;267558;272920;277739;21821;21766;21292;22285;23272;21063;21943;22974;23739;21649;22492;23126;24710;22928;23860;24753;25217;23396;24352;25812;25376;24646;24735;25733;26775;23797;24510;25565;26406;24175;25536;26271;24442;27120;25503;27709;26067;28080;25647;28226;28151;26888;27516;28086;28353;27904;27602;29513;31345;28911;29970;30916;31533;31933;32779;33195;34400;31822;33344;34658;34694;32453;33801;35602;34470;33630;34263;35785;36271;32475;33875;35510;36340;32919;34761;35826;34443;35994;35401;36571;37050;34050;35676;37207;36819;35520;36571;37779;38365;34937;36257;37320;37495;34355;35935;36505;51118;52068;53131;52251;53859;51283;53695;53259;55012;52059;54961;56605;54036;56577;56044;56662;58128;53974;56296;57129;59264;56045;58394;59226;58262;59157;59360;59870;60712;59953;60338;60237;61104;60339;59856;59591;59819;60157;60515;60609;61368;61567;62044;62204;62298;62553;62946;63370;63648;64115;64496;65149;66128;66468;67339;67623;67445;67965;68452;69058;68278;69328;69796;70338;70020;70764;71161;
    Civilian central government.............................;236792;242503;247039;15254;15203;15110;15562;16451;14951;15802;16290;17059;15566;16377;16589;18036;16759;17660;18020;18169;16891;17811;18582;18220;17710;18034;18482;19159;17094;17834;18321;18920;17364;18578;18831;17698;19503;18325;19824;18740;20024;18472;19959;19976;19118;19819;19912;19883;19670;19687;20709;21852;20073;21123;21490;22458;22822;23862;23851;24595;22841;24436;25155;24981;23283;24599;25651;25007;24393;25146;25901;26458;23687;25010;25905;26565;24080;25743;26245;25209;26450;26313;26958;27172;24986;26535;27367;27116;25977;27244;27713;28310;25708;27194;27546;28061;25702;27406;27440;42630;43670;44965;43830;45574;43490;45859;45052;46643;44375;47125;47931;46484;48657;48645;48813;50403;46970;49213;49548;51666;48909;51374;51755;50924;51788;52021;52384;53163;52362;52688;52558;53288;52669;52309;52113;52391;52567;52864;52811;53610;53979;54518;54742;54865;55172;55597;56106;56317;56724;57061;57681;58422;58801;59643;59926;59835;60396;60833;61439;60668;61726;62062;62583;62161;62870;63184;
    Defence.................................................;30781;30417;30700;6180;6176;5814;6327;6439;5769;5794;6309;6323;5758;5785;6188;6340;5860;5888;6396;6677;6163;6194;6850;6775;6567;6341;6866;7208;6344;6315;6856;7085;6446;6584;7042;6381;7207;6792;7463;6925;7614;6780;7815;7724;7341;7270;7723;7992;7769;7466;8308;8945;8328;8333;8881;8572;8604;8418;8824;9267;8487;8415;8978;9176;8664;8691;9400;8950;8735;8620;9347;9288;8317;8388;9090;9254;8367;8535;9070;8745;9038;8605;9102;9354;8583;8655;9317;9188;9038;8830;9532;9524;8742;8582;9258;8957;8215;8096;8606;8299;8209;7980;8231;8140;7656;7698;8062;8234;7560;7709;8534;7472;7837;7324;7767;7687;6971;7052;7544;7594;7133;7024;7469;7340;7372;7342;7489;7546;7586;7645;7673;7808;7662;7541;7472;7425;7584;7645;7789;7747;7580;7520;7459;7430;7380;7350;7268;7335;7395;7439;7471;7711;7671;7699;7700;7610;7569;7619;7619;7610;7602;7734;7755;7859;7894;7977;
  Local government..........................................;308417;313950;322725;40853;41044;37977;43186;45240;41650;39052;45452;47928;44320;40914;47962;49735;45896;43896;50637;51082;46475;45025;51241;51842;49807;47484;52288;55855;50845;47566;55005;56909;52828;49320;58355;53926;58317;50752;58411;58356;56299;52974;60952;59913;57146;55287;60750;58492;60305;54606;64313;63078;58846;56443;65477;62286;63459;60066;66791;68822;63208;62448;67800;69755;65297;61928;72329;66968;67760;67124;73045;72183;65221;66080;71447;73181;68039;68194;73835;70078;73628;68976;75955;76449;72118;71751;77843;76254;75612;73338;80257;81074;74395;74360;78737;80891;74950;74978;80743;60819;62064;59531;62732;63470;59337;59127;62528;62627;58085;57353;63866;61272;64047;58127;64898;66116;61391;60091;64981;67395;64295;63397;68164;67082;67806;67777;68638;68726;67451;68306;70603;72171;71358;71396;72292;73297;73431;73665;74498;74784;75370;75481;75446;75082;75118;75214;75663;76205;76468;76307;76531;76302;76891;77707;77516;77084;78732;78966;79167;79614;80951;80424;81737;81348;82743;82835;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mainland Norway (basic values)..............................;2332430;2353989;2398334;231140;237664;229409;246216;247628;237257;235855;252307;257022;243942;240616;257933;259436;246672;243952;261738;262059;248418;245025;263984;259406;256615;250872;269985;278098;260830;262252;284405;293077;275397;274251;297296;285121;296567;282096;304444;300870;295539;285406;313206;304339;294714;287973;308041;292907;298151;284505;310580;303071;291371;290343;310212;299533;305372;296168;312952;316936;301513;304442;321492;318408;307458;310503;338377;325102;325319;324164;346935;345434;326832;334803;352815;357738;337794;345876;365076;349913;372268;364901;391281;383614;372196;376466;399670;390146;382943;385701;409261;414183;391949;394878;415818;421628;397502;397744;424602;409827;416422;407402;425421;423518;406357;413255;435039;440673;424376;432342;462543;442699;462181;450800;489169;479830;467100;469936;517452;503676;491872;502646;542624;505284;526082;515763;540866;512517;501673;500750;533153;517514;514460;511451;539944;521226;521007;523195;552968;546018;538310;540463;574223;545264;563065;556505;586887;567376;567062;569685;598717;574998;578598;577769;601065;576151;591924;576180;609733;606113;580945;586010;625267;604537;610392;597868;
Market producers Mainland Norway (basic values).............;1606604;1614803;1641914;145628;151566;146182;157231;155466;150269;149888;159544;161558;153692;152112;162406;161748;154111;151802;162622;162499;154721;151241;163207;159549;159117;154941;168608;172293;162312;165375;179625;186104;174253;174546;188425;182381;187369;180693;194066;192481;187517;182055;200003;191817;185893;179876;194078;180052;183825;175246;190563;183023;177448;177042;187764;185034;189482;182081;192330;193946;186195;187792;198782;193800;189157;193411;210091;203110;203362;201617;217570;216113;207419;212184;224088;226486;214507;219746;232903;223170;240798;237363;256144;247793;243322;245467;261732;253586;248499;251588;267575;269913;257466;258381;274328;278907;263558;261475;282332;272419;277131;268726;284533;280982;270523;274392;293354;296839;286630;292617;314538;300116;313055;307240;339099;326570;319797;322059;365238;344833;339879;345974;384548;347824;366328;352202;380608;351042;342543;340163;371844;351791;350840;347634;376548;355361;354872;355518;385568;376601;369451;368989;402963;372808;391116;382872;413511;392111;391005;393406;421182;395535;397708;395370;417991;393843;406917;391029;423013;419632;391506;397018;433758;413610;416627;404107;
Market producers (basic values).............................;2004206;2021347;2055354;166970;173165;175724;182706;174365;168183;187660;198048;199734;190702;182779;199590;196999;192898;188724;198272;196451;192197;188748;200615;200552;203490;197997;212812;216664;216516;222459;229092;235059;225227;230938;246172;245296;233478;240838;257866;252063;250712;240504;264409;256924;246251;243657;263618;249181;256494;250382;267561;258174;253164;249141;276499;271726;274976;262767;284064;285898;277452;280127;294615;284269;281955;287953;317219;309172;310744;299099;335083;325453;317379;325442;353029;347348;337984;348015;361750;362913;372743;362250;393655;390509;378466;365699;393584;387507;375546;380824;413415;416247;389343;391524;422157;420563;399495;404990;437790;417918;424649;402884;443385;434304;410403;413931;448060;458221;438139;424124;462672;451217;452633;444724;478456;467860;448224;449618;494973;475980;455242;460118;508627;472114;472335;456284;503686;479973;446957;445611;486123;476637;456588;432215;490659;473422;444619;452552;493498;492296;469865;453889;501492;469896;482953;471151;509343;490270;477760;480494;523351;497537;490473;494270;521925;500445;505865;482796;532240;526568;493039;497874;537874;516945;512709;501781;
